2
5000
-90.3743489293	-181.899322831
-25.1373954782	-75.2425851828
-131.808031204	133.737905619
21.418996899	-121.987847889
164.066458609	-7.29839492778
-107.340990314	-187.980915449
-25.0948819989	-11.943080404
181.479016549	66.0287210666
-8.88062161006	54.4559345967
-132.556351502	122.265477887
164.024937951	33.4968581679
171.104372185	180.886907052
-57.8754335383	123.989959921
-178.268364695	-161.979665479
18.0438869658	171.249966511
132.755367938	192.896460314
-176.141341	199.678314955
173.920395534	-81.6303221544
-35.8831189679	-44.4800851655
57.1576788218	198.674073406
42.3949512015	-30.866698119
68.5743847203	-15.1186569988
109.888344611	-186.353905301
148.752146982	-145.324844041
14.5986930704	168.242668703
-106.394828084	53.9806549558
197.646117046	86.0658455246
-61.2588074195	-86.4683905626
185.100447118	-12.8664422316
9.35135984005	136.184188426
161.926619664	176.599998843
-50.3411840983	-88.7964939524
-115.397906311	28.6690972635
23.4213116103	196.391389707
-74.9774310574	114.484626144
-90.675216391	11.7471078735
68.8831619166	189.402014145
176.41663166	191.816716995
39.8233370639	3.63964065577
-99.716742443	-14.4636605332
-87.1456134709	135.44269693
-108.825643318	-177.890181793
28.7230887572	71.4591381295
2.81959386761	-11.2570757323
93.7641422749	109.261654108
191.845120104	9.37364395889
-83.4401453563	7.01242411622
-128.433942177	-196.106248597
-9.45033818174	-45.720760513
-83.5835329485	61.8522556042
-151.72413765	-133.590606483
-57.1061356459	27.8505585066
-15.9448693187	101.352440699
19.5978442344	159.815379387
160.970609276	-45.7444719109
140.617365218	166.265146082
-84.1434317537	138.837069769
172.372756263	-118.164436707
-66.4857025754	-151.227805033
73.2858595052	-9.65763362389
-1.90276863883	-187.24805086
2.54142180047	107.99612817
-96.8225987411	-122.912883714
143.432052544	-88.020379934
198.846035254	-46.6245610501
-96.6162753944	-131.677026173
99.6588599287	121.920700085
194.488753328	-24.1347075021
83.062312711	-2.74953300552
35.5169382295	2.24014990421
-18.9684868949	-59.5696644138
-97.0353423525	105.471647417
181.592209562	166.453276211
-1.37691810462	-27.6205391676
-93.2770657393	-5.63263012879
158.848124328	-95.5310622032
-153.342741827	87.6032870398
105.118809815	41.6285839931
8.55350422272	126.963385636
-69.6315577986	-180.293608571
-21.6816166416	184.089140199
-64.0863829749	33.4509828704
-190.137992564	155.51383062
-32.5691171932	148.879938
-189.755391157	60.4696823766
-106.250347201	46.440828258
-5.92090155352	-46.327432027
-6.16044253485	-78.6475103893
-31.3766005068	-95.1683597988
22.9461075855	6.12396842424
-160.14465107	45.8716722949
-174.969592567	183.33655018
197.537069553	-68.5076143388
-193.27737336	193.015133535
25.9985903332	-2.60254711957
174.351555312	-17.3440649224
-17.1315666259	116.66496116
7.56513873129	-171.516389989
-133.031303522	-134.409276425
-79.6346437413	-17.7965782589
41.834808826	-182.621130839
-34.2087171042	74.5758553731
181.042987194	-117.368696013
-163.378985686	57.336541568
-106.270840737	118.249815118
-109.098494439	97.9198924308
18.4177745929	142.20036521
-152.095458215	197.039537401
-104.325178509	-158.717026494
-92.5443888223	61.4448831716
-20.0616633555	-84.3940153512
-90.4694191962	106.925283616
-191.298325957	-153.534798007
-8.42775341635	189.347865624
-19.0619766941	120.493654869
-126.287324667	62.4994789604
-70.1436694526	-147.063920108
-180.940910134	-163.860334418
41.0662376804	44.0601778406
-185.267336003	40.9983953372
-77.347267198	93.5737382712
79.2354430144	-67.6963118728
34.6001056173	116.917597681
-142.490631108	70.2492564107
-163.343017565	143.383423548
-16.9654593431	-91.1452686645
-111.215387646	126.282553854
199.046374449	111.840225021
129.055580563	14.8410968424
169.012798097	-35.877476776
182.89651069	186.693133958
77.8119374426	-11.5833446712
76.7833411324	50.0531501608
-87.1824912285	-56.9168201322
-105.635304892	-6.96899022405
157.497565278	-7.39496430195
34.6794895417	23.7364250889
21.1822539458	174.308162549
148.628663268	-15.3780664017
41.694048426	-1.3036521929
-112.410558799	-172.298315895
-197.880055022	38.6186220037
-186.319209931	-175.607891527
-177.193549764	157.998031811
-116.168577156	64.0435508607
168.180632629	46.1713602067
-63.9186966053	-170.038087732
180.954161942	-75.3803137481
187.273938986	164.252370051
41.918764497	115.792201479
-58.3438352811	28.6272167968
70.774648388	90.2970327126
182.752796596	74.971483796
-75.1719522394	-112.447039576
15.5602109009	-162.522120093
13.6469024234	-157.778379345
-13.1322672411	55.9975514756
68.3685546329	36.446264477
45.2226718317	34.8675148082
-111.343981421	61.5684596002
-40.9438114434	-90.827674725
-80.6162053356	119.482556158
-62.7173705961	66.3243183316
37.7313195506	-15.9329819274
-92.9745203153	-181.740416885
-112.49439189	-142.228154751
85.6286192931	23.8930904977
-119.392557232	130.224723228
41.2456148604	117.580308549
127.251028791	15.4534090864
68.6648875151	182.492187443
15.8383333397	-25.8329586304
-159.498275885	72.0731651318
19.4453955648	-145.73592858
-53.371441679	-187.957259563
